subject_class,property,subject_count,class_instance_count,object_count,min,max,avg,property_types,object_types
http://publications.europa.eu/ontology/euvoc#XlNote,http://publications.europa.eu/ontology/euvoc#xlNote,99,99,92,1,1,1.0,http://www.w3.org/2002/07/owl#DatatypeProperty
http://publications.europa.eu/ontology/euvoc#XlNote,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,99,99,1,1,1,1.0,http://www.w3.org/2002/07/owl#ObjectProperty
http://publications.europa.eu/ontology/euvoc#XlNote,http://purl.org/dc/terms/created,96,99,42,0,1,0.969696969696969696969696,http://www.w3.org/2002/07/owl#DatatypeProperty
http://publications.europa.eu/ontology/euvoc#XlNote,http://purl.org/dc/terms/source,3,99,1,0,1,0.030303030303030303030303,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/authority/authority-code,283,284,283,0,1,0.996478873239436619718309,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#notation,251,284,1457,0,18,5.130281690140845070422535,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/created,284,284,10,1,1,1.0,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/dateAccepted,281,284,7,0,1,0.989436619718309859154929,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://www.opengis.net/ont/geosparql#sfWithin,283,284,7,0,2,1.02112676056338028169014,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#xlNotation,282,284,3083,0,35,10.855633802816901408450704,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2002/07/owl#versionInfo,284,284,1,1,1,1.0,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/type,284,284,8,1,5,1.404929577464788732394366,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#xlHistoryNote,45,284,96,0,6,0.338028169014084507042253,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/1999/02/22-rdf-syntax-ns#value,270,284,490,0,5,2.978873239436619718309858,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#endDate,31,284,27,0,1,0.109154929577464788732394,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#topConceptOf,232,284,1,0,1,0.816901408450704225352112,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2008/05/skos-xl#prefLabel,284,284,9885,24,43,34.806338028169014084507042,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/ns/org#hasMembership,50,284,313,0,11,1.102112676056338028169014,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#definition,2,284,2,0,1,0.00704225352112676056338,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2008/05/skos-xl#altLabel,283,284,24308,0,248,85.591549295774647887323943,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#euroCurrencyAdoptionDate,35,284,11,0,1,0.123239436619718309859154,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/authority/op-code,284,284,284,1,1,1.0,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/resource/authority/op-code,284,284,284,1,1,1.0,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/authority/protocol.order,27,284,27,0,1,0.095070422535211267605633,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/authority/start.use,283,284,147,0,1,0.996478873239436619718309,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/language,283,284,165,0,36,1.605633802816901408450703,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/dateSubmitted,281,284,7,0,1,0.989436619718309859154929,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#hiddenLabel,270,284,3178,0,56,11.366197183098591549295774,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://lemon-model.net/lemon#context,284,284,20,1,16,9.51408450704225352112676,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#editorialNote,270,284,587,0,5,2.982394366197183098591549,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#inScheme,284,284,1,1,1,1.0,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/authority/op-mapped-code,257,284,1224,0,17,4.309859154929577464788731,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#legallyBasedOnTreaty,37,284,9,0,1,0.130281690140845070422535,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/authority/end.use,31,284,27,0,1,0.109154929577464788732394,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2008/05/skos-xl#hiddenLabel,270,284,3228,0,56,11.366197183098591549295774,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/authority/deprecated,283,284,2,0,1,0.996478873239436619718309,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#prefLabel,284,284,9833,24,43,34.806338028169014084507042,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#status,284,284,3,1,1,1.0,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#xlDefinition,2,284,3,0,2,0.01056338028169014084507,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/isReplacedBy,22,284,33,0,4,0.119718309859154929577464,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#historyNote,45,284,89,0,6,0.338028169014084507042253,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#startDate,283,284,147,0,1,0.996478873239436619718309,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,284,284,2,2,2,2.0,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/terms/replaces,33,284,22,0,2,0.119718309859154929577464,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/euvoc#order,27,284,27,0,1,0.095070422535211267605633,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2004/02/skos/core#broader,52,284,9,0,1,0.183098591549295774647887,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#Concept,http://purl.org/dc/elements/1.1/identifier,284,284,284,1,1,1.0,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#Concept,http://publications.europa.eu/ontology/authority/protocol-order,27,284,27,0,1,0.095070422535211267605633,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2002/07/owl#imports,1,1,1,1,1,1.0,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://purl.org/dc/terms/title,1,1,1,1,1,1.0,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2002/07/owl#versionInfo,1,1,1,1,1,1.0,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2000/01/rdf-schema#comment,1,1,1,1,1,1.0,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://publications.europa.eu/ontology/authority/table.version.number,1,1,1,1,1,1.0,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2008/05/skos-xl#prefLabel,1,1,1,1,1,1.0,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2000/01/rdf-schema#label,1,1,1,1,1,1.0,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2004/02/skos/core#prefLabel,1,1,1,1,1,1.0,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,1,1,2,2,2,2.0,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://purl.org/dc/terms/identifier,1,1,1,1,1,1.0,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://publications.europa.eu/ontology/authority/table.id,1,1,1,1,1,1.0,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://publications.europa.eu/ontology/authority/prefLabel,1,1,1,1,1,1.0,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2004/02/skos/core#ConceptScheme,http://www.w3.org/2002/07/owl#versionIRI,1,1,1,1,1,1.0,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2008/05/skos-xl#Label,http://purl.org/dc/terms/created,22347,37422,13,0,1,0.597162097162097162097162,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2008/05/skos-xl#Label,http://purl.org/dc/terms/type,34194,37422,6,0,1,0.91374058040724707391374,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2008/05/skos-xl#Label,http://www.w3.org/2000/01/rdf-schema#label,37422,37422,32436,1,1,1.0,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2008/05/skos-xl#Label,http://publications.europa.eu/ontology/euvoc#endDate,3737,37422,56,0,1,0.099861044305488749933194,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2008/05/skos-xl#Label,http://www.w3.org/2008/05/skos-xl#literalForm,37422,37422,32436,1,1,1.0,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2008/05/skos-xl#Label,http://publications.europa.eu/ontology/euvoc#status,37422,37422,3,1,1,1.0,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2008/05/skos-xl#Label,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,37422,37422,1,1,1,1.0,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2008/05/skos-xl#Label,http://lemon-model.net/lemon#context,8579,37422,1,0,1,0.229250173694618139062583,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2008/05/skos-xl#Label,http://www.lexinfo.net/ontology/2.0/lexinfo#gender,11708,37422,6,0,1,0.312864090641868419646197,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2008/05/skos-xl#Label,http://publications.europa.eu/ontology/euvoc#startDate,22347,37422,180,0,1,0.597162097162097162097162,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/2008/05/skos-xl#Label,http://www.lexinfo.net/ontology/2.0/lexinfo#number,10,37422,2,0,1,0.000267222489444711666933,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/ns/org#Membership,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,313,313,1,1,1,1.0,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/ns/org#Membership,http://www.w3.org/ns/org#role,313,313,1,1,1,1.0,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/ns/org#Membership,http://www.w3.org/ns/org#organization,313,313,12,1,1,1.0,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/ns/org#Membership,http://publications.europa.eu/ontology/euvoc#exitDate,11,313,4,0,1,0.035143769968051118210862,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/ns/org#Membership,http://purl.org/dc/terms/dateSubmitted,144,313,13,0,1,0.460063897763578274760383,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.w3.org/ns/org#Membership,http://www.w3.org/ns/org#member,313,313,50,1,1,1.0,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/ns/org#Membership,http://publications.europa.eu/ontology/euvoc#entryDate,313,313,16,1,1,1.0,http://www.w3.org/2002/07/owl#DatatypeProperty
